sale_date,sku,product_name,category,brand,store_name,city,region,supplier_name,supplier_country,quantity,unit_price
2025-08-23,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,2,2.57
2023-04-03,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,10,18.93
2023-09-20,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,34,8.32
2023-05-06,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,39,13.61
2025-01-31,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,40,6.56
2023-12-24,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,34,8.32
2025-01-17,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,8,13.61
2024-09-18,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,26,16.7
2024-10-19,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,2,16.94
2023-03-12,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,48,17.55
2025-02-11,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,49,16.94
2023-07-25,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,1,11.69
2023-05-16,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,8,7.12
2025-06-20,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,9,3.99
2024-09-29,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,31,2.6
2024-10-23,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,43,16.94
2025-09-05,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,32,2.68
2023-09-15,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,15,6.56
2023-06-18,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,48,2.6
2023-08-04,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,16,22.51
2024-11-04,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,46,8.32
2025-11-24,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,37,7.02
2025-05-14,SKU-005,Greek Yogurt 500g,Dairy,Olympic,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,24,18.93
2025-02-27,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,41,2.68
2023-10-20,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,41,7.12
2025-03-23,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,21,2.6
2024-01-20,,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,41,3.99
2024-06-22,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,35,7.12
2024-11-21,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,22,13.61
2025-09-25,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,50,8.32
2025-11-29,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,17,7.02
2023-09-16,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,7,17.55
2024-08-28,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,9,3.99
2023-06-19,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,33,18.93
2023-10-18,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,44,6.56
2025-12-12,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,39,16.7
2023-04-07,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,35,2.68
2023-12-08,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,24,7.12
2024-04-08,SKU-011,Almond Butter 500g,Pantry,Maranatha,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,49,7.02
2024-02-19,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,18,11.69
2025-12-04,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,27,22.51
2024-09-06,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,1,3.99
2024-03-03,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,47,13.61
2023-10-15,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,10,2.57
2023-11-23,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,42,8.32
2024-12-18,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,5,2.68
2023-09-10,SKU-005,Greek Yogurt 500g,Dairy,Olympic,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,47,18.93
2025-06-27,SKU-011,Almond Butter 500g,Pantry,Maranatha,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,10,7.02
2023-08-29,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,34,2.6
2025-08-22,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,15,2.57
2025-07-19,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,10,18.93
2024-07-11,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,3,2.6
2025-08-13,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,28,16.94
2024-08-19,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,15,16.94
2025-01-12,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,16,2.57
2025-05-13,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,4,7.02
2024-05-30,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,41,6.56
2024-12-31,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,6,22.51
2025-10-10,,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,15,13.61
2025-02-08,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,39,2.57
2023-03-28,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,39,16.94
2023-07-14,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,8,6.56
2025-05-13,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,26,7.12
2025-08-01,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,37,16.7
2023-02-22,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,14,16.7
2023-07-22,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,19,16.7
2024-06-03,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,23,2.6
2024-07-20,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,29,17.55
2023-11-25,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,14,17.55
2025-04-01,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,49,6.56
2023-07-02,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,22,6.56
2024-10-10,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,20,11.69
2024-10-02,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,40,13.61
2024-06-26,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,46,8.32
2023-11-23,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,11,17.55
2024-09-27,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,33,2.57
2023-12-31,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,26,11.69
2023-07-05,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,46,2.57
2024-06-23,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,10,16.94
2023-09-30,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,25,11.69
2023-06-18,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,21,13.61
2023-11-14,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,43,3.99
2024-03-24,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,16,16.7
2023-10-25,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,1,3.99
2025-06-17,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,27,16.7
2024-01-17,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,34,2.68
2024-06-19,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,46,7.02
2025-01-28,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,24,17.55
2025-01-01,SKU-015,Rotisserie Chicken,Deli,In-store,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,5,16.94
2023-09-21,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,7,8.32
2024-10-04,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,7,2.6
2024-04-03,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,30,2.68
2025-06-15,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,32,6.56
2025-07-07,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,36,2.57
2023-10-30,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,5,16.94
2024-05-31,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,47,2.57
2023-10-01,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,-8,2.68
2024-11-07,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,15,13.61
2023-10-23,SKU-015,Rotisserie Chicken,Deli,In-store,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,50,16.94
2023-01-14,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,40,7.02
2023-09-03,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,50,2.6
2025-04-27,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,47,2.68
2024-01-03,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,12,7.12
not-a-date,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,6,16.94
2025-04-14,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,25,2.68
2023-07-16,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,20,8.32
2025-10-20,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,6,13.61
2024-12-20,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,42,22.51
2025-12-08,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,17,17.55
2023-05-02,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,44,-2.68
2023-01-10,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,21,16.7
2025-02-06,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,5,16.7
2025-10-17,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,12,7.12
2025-02-05,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,37,17.55
2025-11-05,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,10,3.99
2023-03-21,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,35,3.99
2024-08-19,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,7,2.6
2023-12-09,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,7,8.32
2024-11-21,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,30,2.68
2023-08-27,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,43,11.69
2023-10-17,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,16,17.55
2023-03-27,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,23,3.99
2023-07-22,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,34,16.94
2025-12-25,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,34,7.02
2024-08-01,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,21,11.69
2025-05-23,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,26,2.6
2025-10-03,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,7,2.57
2024-09-18,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,32,3.99
2025-12-16,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,3,2.6
2023-12-22,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,42,2.57
2023-04-07,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,20,16.7
2025-06-07,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,48,17.55
2025-01-29,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,44,6.56
2025-07-25,SKU-015,Rotisserie Chicken,Deli,In-store,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,12,16.94
2024-02-21,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,32,13.61
2023-04-03,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,25,7.02
2023-01-10,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,16,13.61
2025-03-09,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,15,16.94
2023-11-16,SKU-014,Avocado each,Produce,Fresh Direct,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,10,6.56
2025-05-15,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,44,2.68
2024-02-24,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,42,6.56
2025-05-01,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,27,18.93
2024-06-03,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,39,6.56
2025-07-08,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,-2,13.61
2023-05-17,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,12,2.57
2025-03-26,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,19,8.32
2023-08-11,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,49,18.93
2025-10-16,SKU-014,Avocado each,Produce,Fresh Direct,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,13,6.56
2023-08-12,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,8,16.7
2023-06-21,SKU-014,Avocado each,Produce,Fresh Direct,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,49,6.56
2025-01-29,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,29,2.57
2025-10-28,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,50,3.99
2023-03-31,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,37,2.6
2023-12-26,,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,23,8.32
2025-02-17,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,10,7.02
2024-01-12,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,41,11.69
2023-02-21,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,29,7.02
2024-08-12,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,36,7.12
2023-08-17,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,44,11.69
2023-12-14,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,47,11.69
2023-08-01,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,44,17.55
2023-04-30,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,25,22.51
2023-06-01,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,2,2.57
2025-03-01,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,19,16.94
2025-10-01,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,40,22.51
2023-11-10,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,30,7.02
2024-08-10,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,41,17.55
2025-01-23,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,48,22.51
2023-03-29,,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,30,2.6
2023-09-14,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,41,11.69
2025-08-01,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,47,22.51
2024-11-22,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,21,22.51
2024-02-26,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,16,8.32
2025-01-14,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,30,7.12
2024-09-20,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,14,2.6
2025-07-15,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,20,3.99
2023-04-15,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,13,2.6
2025-11-25,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,28,11.69
2025-03-01,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,37,3.99
2023-11-16,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,42,18.93
2025-04-22,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,21,2.6
2025-09-23,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,21,6.56
2023-03-14,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,44,2.6
2023-01-18,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,4,2.57
2024-02-20,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,48,2.57
2025-01-13,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,40,7.12
